class_index,category_id,species_name,precision,recall,f1,support,correct_predictions
0,6,Aculepeira ceropegia,0.6,0.3,0.4,10,3
1,9,Araneus diadematus,0.42857142857142855,0.3,0.35294117647058826,10,3
2,27,Eriophora ravilla,0.4,0.6,0.48,10,6
3,35,Micrathena mitrata,0.2727272727272727,0.3,0.2857142857142857,10,3
4,53,Badumna longinqua,0.4444444444444444,0.4,0.42105263157894735,10,4
5,58,Neriene radiata,0.625,0.5,0.5555555555555556,10,5
6,106,Leucauge argyra,0.5555555555555556,0.5,0.5263157894736842,10,5
7,117,Latrodectus katipo,0.1,0.1,0.1,10,1
8,128,Synema globosum,0.2,0.2,0.2,10,2
9,152,Paravaejovis puritanus,0.5714285714285714,0.4,0.47058823529411764,10,4
10,158,Scolopendra cingulata,0.45454545454545453,0.5,0.47619047619047616,10,5
11,188,Cantharis fusca,0.625,0.5,0.5555555555555556,10,5
12,241,Plectrodera scalator,0.38461538461538464,0.5,0.43478260869565216,10,5
13,319,Cycloneda sanguinea,0.6,0.3,0.4,10,3
14,344,Anthrenus verbasci,0.3125,0.5,0.38461538461538464,10,5
15,387,Macrodactylus subspinosus,0.375,0.6,0.46153846153846156,10,6
16,400,Trichiotinus texanus,0.18181818181818182,0.2,0.19047619047619047,10,2
17,406,Necrophila americana,0.8571428571428571,0.6,0.7058823529411765,10,6
18,409,Nicrophorus vespilloides,0.6666666666666666,0.6,0.631578947368421,10,6
19,434,Xenox tigrinus,0.4,0.4,0.4,10,4
20,452,Mydas clavatus,0.4,0.4,0.4,10,4
21,488,Spilomyia longicornis,0.75,0.9,0.8181818181818182,10,9
22,514,Hyalymenus tarsatus,0.14285714285714285,0.1,0.11764705882352941,10,1
23,520,Hormaphis hamamelidis,0.5,0.6,0.5454545454545454,10,6
24,525,Cercopis vulnerata,0.5384615384615384,0.7,0.6086956521739131,10,7
25,590,Melacoryphus lateralis,0.36363636363636365,0.4,0.38095238095238093,10,4
26,626,Halyomorpha halys,0.42857142857142855,0.3,0.35294117647058826,10,3
27,634,Peribalus strictus,0.5714285714285714,0.4,0.47058823529411764,10,4
28,651,Phymata americana,0.2857142857142857,0.4,0.3333333333333333,10,4
29,653,Rasahus hamatus,0.4,0.8,0.5333333333333333,10,8
30,685,Bombus fervidus,0.5,0.3,0.375,10,3
31,711,Xylocopa micans,0.16666666666666666,0.2,0.18181818181818182,10,2
32,722,Bicyrtes quadrifasciatus,0.4444444444444444,0.4,0.42105263157894735,10,4
33,727,Amphibolips confluenta,0.4,0.6,0.48,10,6
34,750,Camponotus sericeiventris,0.3333333333333333,0.2,0.25,10,2
35,757,Liometopum occidentale,0.2,0.3,0.24,10,3
36,771,Veromessor pergandei,0.5,0.9,0.6428571428571429,10,9
37,821,Pachodynerus erynnis,0.25,0.2,0.2222222222222222,10,2
38,828,Polistes chinensis,0.2,0.1,0.13333333333333333,10,1
39,832,Polistes exclamans,0.0,0.0,0.0,10,0
40,887,Euchromius ocellea,0.75,0.6,0.6666666666666666,10,6
41,916,Palpita vitrealis,0.6153846153846154,0.8,0.6956521739130435,10,8
42,931,Pyrausta inornatalis,0.5,0.6,0.5454545454545454,10,6
43,936,Pyrausta tyralis,0.7777777777777778,0.7,0.7368421052631579,10,7
44,949,Urola nivalis,0.6,0.6,0.6,10,6
45,958,Oreta rosea,0.7,0.7,0.7,10,7
46,960,Thyatira batis,0.5714285714285714,0.4,0.47058823529411764,10,4
47,964,Allotria elonympha,0.6,0.3,0.4,10,3
48,993,Calliteara pudibunda,0.4,0.4,0.4,10,4
49,998,Catocala ilia,0.5,0.2,0.2857142857142857,10,2
50,1040,Halysidota harrisii,0.35714285714285715,0.5,0.4166666666666667,10,5
51,1049,Hypena madefactalis,0.5454545454545454,0.6,0.5714285714285714,10,6
52,1084,Mocis latipes,0.5,0.3,0.375,10,3
53,1104,Parallelia bistriaris,0.36363636363636365,0.4,0.38095238095238093,10,4
54,1113,Plusiodonta compressipalpis,0.4166666666666667,0.5,0.45454545454545453,10,5
55,1122,Sphrageidus similis,0.42857142857142855,0.3,0.35294117647058826,10,3
56,1127,Spilosoma virginica,0.3333333333333333,0.3,0.3157894736842105,10,3
57,1133,Utetheisa ornatrix,0.26666666666666666,0.4,0.32,10,4
58,1137,Zale horrida,0.8181818181818182,0.9,0.8571428571428571,10,9
59,1139,Zale minerea,0.5,0.6,0.5454545454545454,10,6
60,1146,Dichomeris flavocostella,0.8888888888888888,0.8,0.8421052631578947,10,8
61,1160,Campaea perlata,0.875,0.7,0.7777777777777778,10,7
62,1163,Caripeta piniata,0.8888888888888888,0.8,0.8421052631578947,10,8
63,1169,Chloroclystis filata,0.5555555555555556,0.5,0.5263157894736842,10,5
64,1188,Didymoctenia exsuperata,0.5555555555555556,0.5,0.5263157894736842,10,5
65,1193,Disclisioprocta stellata,0.42857142857142855,0.6,0.5,10,6
66,1200,Ectropis crepuscularia,0.625,0.5,0.5555555555555556,10,5
67,1232,Hyposidra talaca,0.5,0.5,0.5,10,5
68,1235,Idaea degeneraria,0.625,0.5,0.5555555555555556,10,5
