image_path,category_id,class_index,species_name,split
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/7b82730a-d988-42bb-87f3-20fc9cb9e645.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/d9766627-2821-41ae-8304-e33c9ff2b662.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/d30f3f75-6936-4b50-ae8f-b395743daf8f.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/ffd62b9f-f78f-42d1-bf10-1d171a4688d4.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/0acbaf31-89b2-4768-8bd3-bf279a7b2f60.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/3c23b395-bc14-46b5-bd22-2df863a8a558.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/56c4e7a3-9360-4ca0-9419-94c543ca717a.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/342c1775-4c09-4cdd-a7c6-8db47f9d2683.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/513ff95f-3a43-41b7-87c1-5fdba6f0c13c.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/a5fde064-6772-48a0-b81b-e90f986cd53c.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/77e6cd04-8298-42ee-a60a-8023ecdb9f50.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/c885b0a5-1f9f-4b38-a9a7-360a2a1516bd.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/31c1c64d-3635-4da3-a88e-e49aacd08a91.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/fc3e3b5d-fab7-4d8c-8f22-14b7f01d31c2.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/3e149b70-d642-41c1-b231-26dface0fe0d.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/4687bb8b-fdad-422b-980d-dc1e6ddcd5cc.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/08c350c0-f487-4f7b-89bd-e7ab208a0bb8.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/ed009226-8b0d-4fbd-8511-77884bf4a191.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/971d2af1-8cf8-4d40-a089-e279c691ec47.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/329d69fc-0207-4c2a-93b6-83f474c54895.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/26aaa153-bb71-4b46-aae4-7c6cc87f3145.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/cc902aa5-60e4-4527-9993-169ada3648ce.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/cf02a658-09e6-452b-ad9e-c52cebca02b7.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/130a822b-2626-4cec-a085-68e39cb4bee9.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/fc5ec190-bf66-4814-94eb-5fd2134b5f0f.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/af768b27-eb6f-4f58-8325-6d0dc07b2b1c.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/ce62482d-8f01-4001-8809-a4da684263bb.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/13e8a401-8d7b-44d7-9946-e593a055e6be.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/739fccc7-da3c-4f64-aa72-3f2be0a3593d.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/d2bdebfe-04ff-4191-b3ee-f5cd1c6dd3eb.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/13829a69-720e-4509-aa46-3484c8204f28.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/912f650c-33b7-4e65-b2dd-c3ab9fb247f5.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/cf6fff2e-f265-43a2-8242-30e5caf0d9ca.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/a2dda113-e74a-4c52-9f05-c7d2a3ad333f.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/7962f699-395a-4a47-9a3e-79b722437ee8.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/26b52de5-9cd6-43ce-baf4-1a2484264c7d.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/b264be5c-02a0-426a-a57f-5addb4a862ce.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/83ae9636-9342-4206-a48a-e3dad07a9caf.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/a46c4591-d7fe-4f3c-944c-84de5301e76d.jpg,6,0,Aculepeira ceropegia,train
subset/train_mini/00006_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Aculepeira_ceropegia/85167a0d-9b13-4da5-bfef-da0066ad771a.jpg,6,0,Aculepeira ceropegia,train
